%tL is: 35.00
%tH is: 36.00
%temp(C)     status        time
%------------------------------
%Beginning of Data:
28.52          1          60081
28.86          1          60114
28.76          1          60149
28.86          1          60183
28.81          1          60218
28.66          1          60252
28.81          1          60286
28.66          1          60320
28.81          1          60355
28.81          1          60389
28.76          1          60424
28.86          1          60457
28.76          1          60492
28.76          1          60526
28.81          1          60561
28.81          1          60595
28.86          1          60630
28.86          1          60663
28.86          1          60698
28.86          1          60732
28.86          1          60767
28.86          1          60801
28.86          1          60835
28.86          1          60869
28.91          1          60904
28.86          1          60938
28.86          1          60973
29.05          1          61007
29.01          1          61041
29.15          1          61076
29.20          1          61110
29.25          1          61145
29.40          1          61178
29.35          1          61213
29.35          1          61247
29.35          1          61282
29.35          1          61316
29.35          1          61350
29.35          1          61384
29.45          1          61419
29.49          1          61453
29.54          1          61488
29.45          1          61521
29.79          1          61556
29.79          1          61590
29.79          1          61625
29.84          1          61659
29.79          1          61693
29.89          1          61727
29.84          1          61762
29.84          1          61796
29.84          1          61831
29.89          1          61864
29.89          1          61899
30.03          1          61933
30.08          1          61968
30.08          1          62002
30.23          1          62036
30.28          1          62071
30.33          1          62105
30.33          1          62140
30.33          1          62174
30.28          1          62209
30.33          1          62242
30.42          1          62277
30.33          1          62311
30.37          1          62346
30.42          1          62380
30.42          1          62414
30.77          1          62448
30.62          1          62483
30.77          1          62517
30.77          1          62552
30.81          1          62585
30.81          1          62620
30.81          1          62654
30.86          1          62689
30.81          1          62723
30.91          1          62757
30.86          1          62791
30.86          1          62826
31.06          1          62860
31.01          1          62895
31.21          1          62928
31.30          1          62963
31.30          1          62997
31.30          1          63032
31.30          1          63066
31.30          1          63100
31.30          1          63134
31.30          1          63169
31.30          1          63204
31.30          1          63238
31.30          1          63272
31.35          1          63306
31.40          1          63341
31.60          1          63375
31.45          1          63410
31.74          1          63443
31.69          1          63478
31.79          1          63512
31.79          1          63547
31.79          1          63581
31.79          1          63616
31.84          1          63649
31.84          1          63684
31.84          1          63718
31.89          1          63753
31.99          1          63787
31.89          1          63821
31.89          1          63855
32.09          1          63890
32.23          1          63924
32.13          1          63959
32.28          1          63992
32.28          1          64027
32.28          1          64061
32.28          1          64096
32.28          1          64130
32.28          1          64164
32.28          1          64198
32.33          1          64233
32.28          1          64268
32.28          1          64302
32.38          1          64336
32.38          1          64370
32.48          1          64405
32.67          1          64439
32.77          1          64474
32.67          1          64507
32.67          1          64542
32.72          1          64576
32.77          1          64611
32.72          1          64645
32.77          1          64679
32.77          1          64713
32.82          1          64748
32.77          1          64782
32.77          1          64817
32.92          1          64850
33.01          1          64885
32.96          1          64919
33.21          1          64954
33.21          1          64988
33.26          1          65022
33.26          1          65056
33.26          1          65091
33.26          1          65125
33.26          1          65160
33.31          1          65193
33.31          1          65228
33.26          1          65262
33.31          1          65297
33.31          1          65331
33.26          1          65366
33.60          1          65400
33.55          1          65434
33.60          1          65469
33.65          1          65503
33.70          1          65538
33.75          1          65571
33.75          1          65606
33.75          1          65640
33.75          1          65675
33.75          1          65709
33.65          1          65743
33.75          1          65777
33.75          1          65812
33.75          1          65846
33.84          1          65881
33.84          1          65914
33.99          1          65949
34.04          1          65983
34.19          1          66018
34.09          1          66052
34.24          1          66086
34.24          1          66120
34.24          1          66155
34.24          1          66189
34.24          1          66224
34.28          1          66257
34.24          1          66292
34.24          1          66326
34.24          1          66361
34.43          1          66395
34.43          1          66429
34.53          1          66464
34.53          1          66498
34.68          1          66533
34.63          1          66567
34.58          1          66601
34.68          1          66635
34.72          1          66670
34.72          1          66704
34.72          1          66739
34.72          1          66772
34.72          1          66807
34.77          1          66841
34.72          1          66876
34.77          1          66910
34.72          1          66945
34.77          1          66978
34.82          1          67013
35.02          1          67047
35.16          1          67082
35.21          1          67116
35.21          1          67150
35.26          1          67184
35.26          1          67219
35.21          1          67253
35.21          1          67288
35.26          1          67321
35.21          1          67356
35.31          1          67390
35.21          1          67425
35.36          1          67459
35.26          1          67493
35.21          1          67527
35.36          1          67562
35.51          1          67597
35.56          1          67631
35.56          1          67665
35.60          1          67699
35.70          1          67734
35.65          1          67768
35.65          1          67803
35.70          1          67836
35.70          1          67871
35.70          1          67905
35.70          1          67940
35.70          1          67974
35.70          1          68008
35.75          1          68042
35.70          1          68077
35.80          1          68111
35.80          1          68146
35.95          1          68179
36.00          1          68214
36.19          0          68248
36.14          0          68283
36.09          0          68317
36.09          0          68352
36.04          0          68385
36.24          0          68420
36.14          0          68454
36.19          0          68489
36.19          0          68523
36.29          0          68557
36.19          0          68591
36.24          0          68626
36.29          0          68661
36.24          0          68695
36.19          0          68729
36.19          0          68763
36.19          0          68798
36.24          0          68832
36.24          0          68867
36.29          0          68900
36.34          0          68935
36.24          0          68969
36.19          0          69004
36.19          0          69038
36.19          0          69072
36.29          0          69106
36.19          0          69141
36.24          0          69175
36.29          0          69210
36.19          0          69243
36.19          0          69278
36.19          0          69312
36.19          0          69347
36.19          0          69381
36.19          0          69415
36.19          0          69449
36.24          0          69484
36.14          0          69518
36.19          0          69553
36.19          0          69586
36.24          0          69621
36.19          0          69655
36.24          0          69690
36.19          0          69724
36.19          0          69758
36.24          0          69793
36.19          0          69827
36.14          0          69862
36.19          0          69896
36.19          0          69931
36.19          0          69964
36.19          0          69999
36.24          0          70033
36.09          0          70068
36.09          0          70102
36.19          0          70136
36.19          0          70170
36.19          0          70205
36.19          0          70239
36.19          0          70274
36.04          0          70307
36.19          0          70342
36.09          0          70376
36.14          0          70411
36.09          0          70445
36.09          0          70479
36.04          0          70513
36.04          0          70548
36.00          0          70582
35.85          0          70617
35.75          0          70650
35.75          0          70685
35.95          0          70719
35.90          0          70754
35.90          0          70788
35.85          0          70822
35.80          0          70857
35.85          0          70891
35.75          0          70926
35.85          0          70960
36.00          0          70994
35.70          0          71028
35.70          0          71063
35.80          0          71097
35.75          0          71132
35.80          0          71165
35.80          0          71200
35.95          0          71234
35.80          0          71269
35.70          0          71303
35.70          0          71337
35.70          0          71371
35.70          0          71406
35.70          0          71440
35.70          0          71475
35.75          0          71508
35.70          0          71543
35.70          0          71577
35.70          0          71612
35.70          0          71646
35.70          0          71681
35.70          0          71714
35.70          0          71749
35.65          0          71783
35.70          0          71818
35.65          0          71852
35.70          0          71886
35.65          0          71920
35.65          0          71955
35.65          0          71990
35.65          0          72024
35.60          0          72058
35.65          0          72092
35.70          0          72127
35.60          0          72161
35.70          0          72196
35.70          0          72229
35.65          0          72264
35.65          0          72298
35.70          0          72333
35.60          0          72367
35.70          0          72401
35.65          0          72435
35.60          0          72470
35.70          0          72504
35.70          0          72539
35.56          0          72572
35.56          0          72607
35.26          0          72641
35.31          0          72676
35.36          0          72710
35.26          0          72744
35.21          0          72778
35.31          0          72813
35.26          0          72847
35.26          0          72882
35.36          0          72915
35.21          0          72950
35.46          0          72984
35.26          0          73019
35.21          0          73054
35.21          0          73088
35.21          0          73122
35.21          0          73156
35.26          0          73191
35.31          0          73225
35.31          0          73260
35.21          0          73293
35.26          0          73328
35.26          0          73362
35.21          0          73397
35.26          0          73431
35.31          0          73465
35.26          0          73499
35.21          0          73534
35.16          0          73568
35.21          0          73603
35.21          0          73636
35.21          0          73671
35.26          0          73705
35.21          0          73740
35.26          0          73774
35.21          0          73808
35.16          0          73842
35.21          0          73877
35.21          0          73911
35.21          0          73946
35.21          0          73979
35.21          0          74014
35.21          0          74048
35.26          0          74083
35.21          0          74117
35.12          0          74151
35.16          0          74186
35.21          0          74220
35.21          0          74255
35.12          0          74289
35.16          0          74323
35.16          0          74357
35.21          0          74392
34.92          1          74426
35.16          1          74461
35.21          1          74494
35.21          1          74529
35.21          1          74563
35.21          1          74598
35.21          1          74632
35.12          1          74667
35.12          1          74700
35.16          1          74735
35.21          1          74769
35.21          1          74804
35.16          1          74838
35.21          1          74872
35.21          1          74906
35.16          1          74941
35.21          1          74975
35.21          1          75010
35.21          1          75043
35.21          1          75078
35.21          1          75112
35.21          1          75147
35.21          1          75181
35.21          1          75215
35.21          1          75250
35.31          1          75284
35.21          1          75319
35.26          1          75353
35.21          1          75387
35.31          1          75421
35.41          1          75456
35.56          1          75490
35.56          1          75525
35.46          1          75558
35.60          1          75593
35.70          1          75627
35.70          1          75662
35.65          1          75696
35.70          1          75730
35.70          1          75764
35.70          1          75799
35.75          1          75833
35.75          1          75868
35.75          1          75901
35.75          1          75936
35.80          1          75970
35.75          1          76005
35.95          1          76039
36.14          0          76073
35.85          0          76107
36.04          0          76142
36.00          0          76176
36.19          0          76211
36.19          0          76244
36.19          0          76279
36.19          0          76313
36.19          0          76348
36.19          0          76383
36.14          0          76417
36.19          0          76451
36.19          0          76485
36.19          0          76520
36.19          0          76554
36.19          0          76589
36.19          0          76622
36.24          0          76657
36.14          0          76691
36.19          0          76726
36.19          0          76760
36.19          0          76794
36.24          0          76828
36.19          0          76863
36.14          0          76897
36.19          0          76932
36.29          0          76965
36.14          0          77000
36.14          0          77034
36.24          0          77069
36.24          0          77103
36.24          0          77137
36.19          0          77171
36.24          0          77206
36.19          0          77240
36.39          0          77275
36.24          0          77308
36.24          0          77343
36.19          0          77377
36.19          0          77412
36.24          0          77447
36.19          0          77480
36.24          0          77515
36.19          0          77549
36.19          0          77584
36.19          0          77618
36.14          0          77652
36.19          0          77686
36.19          0          77721
36.19          0          77755
36.19          0          77790
36.09          0          77824
36.19          0          77858
36.19          0          77892
36.14          0          77927
36.19          0          77961
36.14          0          77996
36.19          0          78029
36.14          0          78064
36.14          0          78098
36.09          0          78133
36.19          0          78167
35.90          0          78201
36.00          0          78235
36.00          0          78270
36.00          0          78304
36.19          0          78339
35.95          0          78372
35.95          0          78407
35.95          0          78441
35.75          0          78476
35.90          0          78510
35.75          0          78544
35.80          0          78579
35.75          0          78613
35.80          0          78648
35.75          0          78682
35.70          0          78716
35.80          0          78750
35.70          0          78785
35.70          0          78819
35.75          0          78854
35.75          0          78887
35.70          0          78922
35.70          0          78956
35.75          0          78991
35.65          0          79025
35.75          0          79059
35.70          0          79093
35.70          0          79128
35.70          0          79162
35.65          0          79197
35.75          0          79230
35.65          0          79265
35.70          0          79299
35.75          0          79334
35.65          0          79368
35.70          0          79403
35.65          0          79436
35.70          0          79471
35.65          0          79505
35.70          0          79540
35.85          0          79574
35.75          0          79608
35.75          0          79643
35.70          0          79677
35.70          0          79712
35.70          0          79746
35.70          0          79780
35.70          0          79814
35.65          0          79849
35.65          0          79883
35.65          0          79918
35.70          0          79951
35.65          0          79986
35.70          0          80020
35.70          0          80055
35.70          0          80089
35.51          0          80123
35.46          0          80157
35.65          0          80192
35.65          0          80226
35.65          0          80261
35.51          0          80294
35.41          0          80329
35.41          0          80363
35.26          0          80398
35.51          0          80432
35.46          0          80466
35.36          0          80500
35.31          0          80535
35.21          0          80569
35.21          0          80604
35.26          0          80637
35.26          0          80672
35.21          0          80706
35.26          0          80741
35.31          0          80776
35.26          0          80809
35.21          0          80844
35.21          0          80878
35.26          0          80913
35.21          0          80947
35.21          0          80982
35.26          0          81015
35.21          0          81050
35.26          0          81084
35.26          0          81119
35.21          0          81153
35.21          0          81187
35.21          0          81221
35.21          0          81256
35.16          0          81290
35.16          0          81325
35.26          0          81358
35.16          0          81393
35.21          0          81427
35.21          0          81462
35.21          0          81496
35.21          0          81530
35.21          0          81564
35.26          0          81599
35.21          0          81633
35.16          0          81668
35.21          0          81701
35.21          0          81736
35.21          0          81770
35.16          0          81805
35.21          0          81840
35.16          0          81873
35.16          0          81908
35.16          0          81942
35.12          0          81977
35.16          0          82011
35.21          0          82045
35.21          0          82079
35.21          0          82114
35.16          0          82148
35.12          0          82183
35.21          0          82216
35.21          0          82251
35.21          0          82285
35.16          0          82320
35.21          0          82354
35.12          0          82388
35.02          0          82422
35.12          0          82457
34.87          1          82491
35.21          1          82526
35.21          1          82560
35.07          1          82594
35.12          1          82628
35.21          1          82663
35.21          1          82697
35.16          1          82732
35.07          1          82765
35.12          1          82800
35.16          1          82834
35.21          1          82869
35.16          1          82903
35.21          1          82937
35.16          1          82972
35.16          1          83006
35.21          1          83041
35.16          1          83075
35.16          1          83109
35.12          1          83143
35.21          1          83178
35.21          1          83212
35.21          1          83247
35.21          1          83280
35.21          1          83315
35.21          1          83349
35.26          1          83384
35.21          1          83418
35.21          1          83452
35.31          1          83486
35.36          1          83521
35.31          1          83555
35.36          1          83590
35.46          1          83623
35.46          1          83658
35.70          1          83692
35.70          1          83727
35.70          1          83761
35.70          1          83795
35.70          1          83829
35.70          1          83864
