%tL is: 59.00
%tH is: 60.00
%temp(C)     status        time
%------------------------------
%Beginning of Data:
37.46          1          60081
38.63          1          60114
37.56          1          60149
37.56          1          60183
37.56          1          60218
37.56          1          60252
37.66          1          60286
37.51          1          60320
37.66          1          60355
37.61          1          60389
37.51          1          60424
37.61          1          60457
37.66          1          60492
37.56          1          60526
37.66          1          60561
37.66          1          60595
37.66          1          60630
37.66          1          60663
37.66          1          60698
37.66          1          60732
37.66          1          60767
37.66          1          60801
37.66          1          60835
37.66          1          60869
37.66          1          60904
37.71          1          60938
37.75          1          60973
38.05          1          61007
37.95          1          61041
38.05          1          61076
38.10          1          61110
38.15          1          61145
38.15          1          61178
38.15          1          61213
38.15          1          61247
38.15          1          61282
38.15          1          61316
38.15          1          61350
38.15          1          61384
38.34          1          61419
38.34          1          61453
38.63          1          61488
38.54          1          61521
38.63          1          61556
38.63          1          61590
38.63          1          61625
38.63          1          61659
38.63          1          61693
38.63          1          61727
38.63          1          61762
38.68          1          61796
38.93          1          61831
38.83          1          61864
39.12          1          61899
39.12          1          61933
39.12          1          61968
39.12          1          62002
39.12          1          62036
39.12          1          62071
39.12          1          62105
39.12          1          62140
39.12          1          62174
39.32          1          62209
39.47          1          62242
39.51          1          62277
39.56          1          62311
39.61          1          62346
39.61          1          62380
39.61          1          62414
39.61          1          62448
39.61          1          62483
39.66          1          62517
39.61          1          62552
39.66          1          62585
39.86          1          62620
39.95          1          62654
40.05          1          62689
40.10          1          62723
40.10          1          62757
40.10          1          62791
40.10          1          62826
40.10          1          62860
40.10          1          62895
40.10          1          62928
40.15          1          62963
40.10          1          62997
40.20          1          63032
40.49          1          63066
40.59          1          63100
40.59          1          63134
40.59          1          63169
40.54          1          63204
40.59          1          63238
40.59          1          63272
40.59          1          63306
40.64          1          63341
40.64          1          63375
40.78          1          63410
40.78          1          63443
40.98          1          63478
41.08          1          63512
41.08          1          63547
41.08          1          63581
41.08          1          63616
41.08          1          63649
41.08          1          63684
41.08          1          63718
41.08          1          63753
41.13          1          63787
41.22          1          63821
41.27          1          63855
41.52          1          63890
41.57          1          63924
41.57          1          63959
41.57          1          63992
41.57          1          64027
41.57          1          64061
41.57          1          64096
41.57          1          64130
41.57          1          64164
41.62          1          64198
41.66          1          64233
41.66          1          64268
41.91          1          64302
41.91          1          64336
42.06          1          64370
42.06          1          64405
42.06          1          64439
42.06          1          64474
42.06          1          64507
42.06          1          64542
42.06          1          64576
42.06          1          64611
42.06          1          64645
42.15          1          64679
42.35          1          64713
42.45          1          64748
42.54          1          64782
42.54          1          64817
42.54          1          64850
42.54          1          64885
42.54          1          64919
42.54          1          64954
42.54          1          64988
42.54          1          65022
42.54          1          65056
42.54          1          65091
42.59          1          65125
42.79          1          65160
42.74          1          65193
42.98          1          65228
42.98          1          65262
43.03          1          65297
43.03          1          65331
43.03          1          65366
43.03          1          65400
43.03          1          65434
43.03          1          65469
43.03          1          65503
43.08          1          65538
43.08          1          65571
43.28          1          65606
43.42          1          65640
43.42          1          65675
43.52          1          65709
43.52          1          65743
43.52          1          65777
43.52          1          65812
43.52          1          65846
43.52          1          65881
43.52          1          65914
43.52          1          65949
43.52          1          65983
43.52          1          66018
43.62          1          66052
43.67          1          66086
43.82          1          66120
43.91          1          66155
43.96          1          66189
44.01          1          66224
44.01          1          66257
44.01          1          66292
44.01          1          66326
44.01          1          66361
44.01          1          66395
44.01          1          66429
44.01          1          66464
44.01          1          66498
44.16          1          66533
44.21          1          66567
44.26          1          66601
44.35          1          66635
44.45          1          66670
44.50          1          66704
44.50          1          66739
44.50          1          66772
44.50          1          66807
44.50          1          66841
44.50          1          66876
44.50          1          66910
44.50          1          66945
44.50          1          66978
44.55          1          67013
44.60          1          67047
44.65          1          67082
44.89          1          67116
44.89          1          67150
44.99          1          67184
44.94          1          67219
44.99          1          67253
44.99          1          67288
44.99          1          67321
44.99          1          67356
44.99          1          67390
45.04          1          67425
44.99          1          67459
45.04          1          67493
45.09          1          67527
45.13          1          67562
45.23          1          67597
45.48          1          67631
45.38          1          67665
45.48          1          67699
45.48          1          67734
45.48          1          67768
45.48          1          67803
45.48          1          67836
45.48          1          67871
45.48          1          67905
45.48          1          67940
45.48          1          67974
45.53          1          68008
45.53          1          68042
45.53          1          68077
45.77          1          68111
45.82          1          68146
45.92          1          68179
45.92          1          68214
45.97          1          68248
45.97          1          68283
45.97          1          68317
45.97          1          68352
45.97          1          68385
45.97          1          68420
45.97          1          68454
45.97          1          68489
45.97          1          68523
46.01          1          68557
46.06          1          68591
46.16          1          68626
46.31          1          68661
46.41          1          68695
46.41          1          68729
46.41          1          68763
46.45          1          68798
46.45          1          68832
46.45          1          68867
46.45          1          68900
46.45          1          68935
46.45          1          68969
46.45          1          69004
46.45          1          69038
46.45          1          69072
46.45          1          69106
46.60          1          69141
46.80          1          69175
46.80          1          69210
46.80          1          69243
46.94          1          69278
46.94          1          69312
46.94          1          69347
46.94          1          69381
46.94          1          69415
46.94          1          69449
46.94          1          69484
46.94          1          69518
46.94          1          69553
46.94          1          69586
46.94          1          69621
47.04          1          69655
47.04          1          69690
47.24          1          69724
47.38          1          69758
47.43          1          69793
47.38          1          69827
47.43          1          69862
47.43          1          69896
47.43          1          69931
