%tL is: 51.00
%tH is: 52.00
%temp(C)     status        time
%------------------------------
%Beginning of Data:
33.99          1          60081
34.38          1          60114
33.94          1          60149
33.94          1          60183
33.94          1          60218
33.99          1          60252
33.99          1          60286
33.99          1          60320
34.04          1          60355
33.89          1          60389
34.04          1          60424
33.99          1          60457
34.04          1          60492
34.14          1          60526
34.19          1          60561
34.19          1          60595
34.24          1          60630
34.24          1          60663
34.24          1          60698
34.24          1          60732
34.24          1          60767
34.24          1          60801
34.24          1          60835
34.24          1          60869
34.24          1          60904
34.24          1          60938
34.24          1          60973
34.38          1          61007
34.53          1          61041
34.48          1          61076
34.68          1          61110
34.72          1          61145
34.72          1          61178
34.72          1          61213
34.72          1          61247
34.72          1          61282
34.72          1          61316
34.72          1          61350
34.77          1          61384
34.82          1          61419
34.92          1          61453
35.16          1          61488
35.16          1          61521
35.21          1          61556
35.21          1          61590
35.21          1          61625
35.21          1          61659
35.21          1          61693
35.21          1          61727
35.26          1          61762
35.31          1          61796
35.41          1          61831
35.70          1          61864
35.70          1          61899
35.70          1          61933
35.70          1          61968
35.70          1          62002
35.70          1          62036
35.70          1          62071
35.70          1          62105
35.90          1          62140
35.90          1          62174
36.04          1          62209
36.09          1          62242
36.19          1          62277
36.19          1          62311
36.19          1          62346
36.19          1          62380
36.19          1          62414
36.19          1          62448
36.24          1          62483
36.24          1          62517
36.53          1          62552
36.63          1          62585
36.68          1          62620
36.68          1          62654
36.68          1          62689
36.68          1          62723
36.68          1          62757
36.68          1          62791
36.68          1          62826
36.68          1          62860
36.78          1          62895
37.02          1          62928
37.07          1          62963
37.12          1          62997
37.17          1          63032
37.17          1          63066
37.17          1          63100
37.17          1          63134
37.22          1          63169
37.17          1          63204
37.17          1          63238
37.27          1          63272
37.41          1          63306
37.61          1          63341
37.66          1          63375
37.66          1          63410
37.66          1          63443
37.66          1          63478
37.66          1          63512
37.66          1          63547
37.66          1          63581
37.66          1          63616
37.75          1          63649
37.80          1          63684
37.95          1          63718
38.10          1          63753
38.15          1          63787
38.15          1          63821
38.15          1          63855
38.15          1          63890
38.15          1          63924
38.15          1          63959
38.15          1          63992
38.15          1          64027
38.15          1          64061
38.15          1          64096
38.39          1          64130
38.54          1          64164
38.63          1          64198
38.63          1          64233
38.63          1          64268
38.63          1          64302
38.63          1          64336
38.63          1          64370
38.63          1          64405
38.63          1          64439
38.68          1          64474
38.68          1          64507
38.88          1          64542
38.98          1          64576
39.07          1          64611
39.07          1          64645
39.12          1          64679
39.12          1          64713
39.12          1          64748
39.12          1          64782
39.17          1          64817
39.12          1          64850
39.17          1          64885
39.22          1          64919
39.17          1          64954
39.47          1          64988
39.56          1          65022
39.56          1          65056
39.61          1          65091
39.61          1          65125
39.61          1          65160
39.61          1          65193
39.61          1          65228
39.61          1          65262
39.61          1          65297
39.61          1          65331
39.66          1          65366
39.71          1          65400
39.81          1          65434
40.00          1          65469
40.10          1          65503
40.10          1          65538
40.10          1          65571
40.10          1          65606
40.10          1          65640
40.10          1          65675
40.10          1          65709
40.10          1          65743
40.10          1          65777
40.10          1          65812
40.10          1          65846
40.20          1          65881
40.39          1          65914
40.49          1          65949
40.59          1          65983
40.59          1          66018
40.59          1          66052
40.59          1          66086
40.59          1          66120
40.59          1          66155
40.59          1          66189
40.59          1          66224
40.59          1          66257
40.59          1          66292
40.69          1          66326
40.83          1          66361
40.98          1          66395
41.03          1          66429
41.03          1          66464
41.08          1          66498
41.08          1          66533
41.08          1          66567
41.08          1          66601
41.08          1          66635
41.08          1          66670
41.08          1          66704
41.08          1          66739
41.18          1          66772
41.18          1          66807
41.32          1          66841
41.52          1          66876
41.52          1          66910
41.57          1          66945
41.57          1          66978
41.57          1          67013
41.57          1          67047
41.57          1          67082
41.57          1          67116
41.57          1          67150
41.57          1          67184
41.57          1          67219
41.66          1          67253
41.71          1          67288
41.71          1          67321
41.86          1          67356
41.96          1          67390
42.06          1          67425
42.06          1          67459
42.06          1          67493
42.06          1          67527
42.06          1          67562
42.06          1          67597
42.06          1          67631
42.06          1          67665
42.10          1          67699
42.06          1          67734
42.10          1          67768
42.30          1          67803
42.45          1          67836
42.54          1          67871
42.54          1          67905
42.54          1          67940
42.54          1          67974
42.54          1          68008
42.54          1          68042
42.54          1          68077
42.54          1          68111
42.54          1          68146
42.59          1          68179
42.54          1          68214
42.59          1          68248
42.74          1          68283
42.89          1          68317
42.74          1          68352
43.03          1          68385
43.03          1          68420
43.03          1          68454
43.03          1          68489
43.03          1          68523
43.03          1          68557
43.03          1          68591
43.03          1          68626
43.03          1          68661
43.03          1          68695
43.03          1          68729
43.08          1          68763
43.23          1          68798
43.33          1          68832
43.47          1          68867
43.52          1          68900
43.52          1          68935
43.52          1          68969
43.52          1          69004
43.52          1          69038
43.52          1          69072
43.52          1          69106
43.52          1          69141
43.52          1          69175
43.57          1          69210
43.52          1          69243
43.67          1          69278
43.77          1          69312
43.72          1          69347
43.96          1          69381
44.01          1          69415
44.01          1          69449
44.01          1          69484
44.01          1          69518
44.01          1          69553
44.01          1          69586
44.01          1          69621
44.01          1          69655
44.01          1          69690
44.06          1          69724
44.06          1          69758
44.01          1          69793
44.06          1          69827
44.35          1          69862
44.40          1          69896
44.50          1          69931
44.50          1          69964
44.50          1          69999
44.50          1          70033
44.50          1          70068
44.50          1          70102
44.50          1          70136
44.50          1          70170
44.50          1          70205
44.50          1          70239
44.55          1          70274
44.50          1          70307
44.55          1          70342
44.65          1          70376
44.74          1          70411
44.84          1          70445
44.99          1          70479
44.99          1          70513
44.99          1          70548
44.99          1          70582
44.99          1          70617
44.99          1          70650
44.99          1          70685
44.99          1          70719
44.99          1          70754
44.99          1          70788
44.99          1          70822
44.99          1          70857
44.99          1          70891
45.18          1          70926
45.38          1          70960
45.43          1          70994
45.43          1          71028
45.48          1          71063
45.48          1          71097
45.48          1          71132
45.48          1          71165
45.48          1          71200
45.48          1          71234
45.48          1          71269
45.48          1          71303
45.48          1          71337
45.48          1          71371
45.48          1          71406
45.53          1          71440
45.62          1          71475
45.67          1          71508
45.87          1          71543
45.87          1          71577
45.97          1          71612
45.97          1          71646
45.97          1          71681
45.97          1          71714
45.97          1          71749
45.97          1          71783
45.97          1          71818
45.97          1          71852
45.97          1          71886
45.97          1          71920
45.97          1          71955
45.97          1          71990
45.97          1          72024
46.06          1          72058
46.11          1          72092
46.26          1          72127
46.45          1          72161
46.36          1          72196
46.45          1          72229
46.45          1          72264
46.45          1          72298
46.45          1          72333
46.45          1          72367
46.45          1          72401
46.45          1          72435
46.45          1          72470
46.45          1          72504
46.45          1          72539
46.45          1          72572
46.50          1          72607
46.45          1          72641
46.55          1          72676
46.70          1          72710
46.85          1          72744
46.94          1          72778
46.94          1          72813
46.94          1          72847
46.94          1          72882
46.94          1          72915
46.94          1          72950
46.94          1          72984
46.94          1          73019
46.94          1          73054
46.94          1          73088
46.94          1          73122
46.94          1          73156
47.04          1          73191
46.94          1          73225
47.14          1          73260
47.24          1          73293
47.24          1          73328
47.43          1          73362
47.43          1          73397
47.43          1          73431
47.43          1          73465
47.43          1          73499
47.43          1          73534
47.43          1          73568
47.43          1          73603
47.43          1          73636
47.43          1          73671
47.43          1          73705
47.43          1          73740
47.43          1          73774
47.43          1          73808
47.43          1          73842
47.48          1          73877
47.63          1          73911
47.77          1          73946
47.77          1          73979
47.77          1          74014
47.92          1          74048
47.92          1          74083
47.92          1          74117
47.92          1          74151
47.92          1          74186
47.92          1          74220
47.92          1          74255
47.92          1          74289
47.92          1          74323
47.92          1          74357
47.92          1          74392
47.92          1          74426
47.92          1          74461
48.02          1          74494
48.07          1          74529
47.97          1          74563
48.12          1          74598
48.36          1          74632
48.36          1          74667
48.36          1          74700
48.41          1          74735
48.41          1          74769
48.41          1          74804
48.41          1          74838
48.41          1          74872
